"","representative","rank","kingdom","phylum","class","order","family","genus","species","taxon"
"5213","2d83936f9f403f929ba934e88997cdec9016e528","species","Metazoa","Arthropoda","Insecta","Lepidoptera","Saturniidae","Rhescyntis","Rhescyntis hippodamia","Rhescyntis hippodamia"
"5214","e85aa5a1d05da525b478a06d1af23ee65a04ded2","species","Metazoa","Arthropoda","Insecta","Hemiptera","Cicadellidae","Graphocephala","Graphocephala atropunctata","Graphocephala atropunctata"
"5215","91fefc5c4e7dd9d8deac84c598860e079402ec4c","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"5216","855b73f3d7866dd359989d067c322db21840f994","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium",NA,"Globisporangium"
"5217","59757576a2678901a38c7d708ec045011812fbd1","class",NA,"Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"Gammaproteobacteria"
"5218","7fcfb34a196d89bd8fc9592f1b015adb09db9ff9","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia"
"5219","29b97a9ffa1c178ee01714870d976f5af7e17953","genus","Fungi","Basidiomycota","Microbotryomycetes","Sporidiobolales","Sporidiobolaceae","Rhodotorula",NA,"Rhodotorula"
"5220","f51e4721f4f902b31af15a9fbd9e7e40db61cc15","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Vannella","Vannella sp.","Vannella sp."
"5221","4fb666e18b8f2c5f2c4dffc7451fe529331d008f","phylum","Metazoa","Arthropoda",NA,NA,NA,NA,NA,"Arthropoda"
"5222","f3dcab58c9547de4671945443bdebb0d9c442857","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"5223","8abbaa44bfa1c1858e499bd3a070741f0c7bbf48","family",NA,"Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA,"Bradyrhizobiaceae"
"5224","b25dce301f721e1eee876658a0313e9c1d5da829","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"5225","3baf548feeb80e9a603bffe4ecad807a167e3616","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia"
"5226","1808e67f6603a4883cc57739b413673b1ff5c1aa","species","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,"Hymenoptera sp. BOLD:AAU9954","Hymenoptera sp. BOLD:AAU9954"
"5227","0b10a81987b6f7eb8c68f12137fe7638a44d8c0d","family","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Pichiaceae",NA,NA,"Pichiaceae"
"5228","b068e835367050c4802b5df5dc5bef5957c76f82","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"5229","cf6ad3cc9ada471c7b17a9ba1ea982140c844a70","species",NA,"Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera","Vexillifera sp. AKu-2020a","Vexillifera sp. AKu-2020a"
"5230","4d311a77b081cbcafd53c77705d5644998876cd2","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5231","aa08cd02c293e57b5cc44827d58416535048f650","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"5232","d75aac7575d72e5771e50ccedf1a4fa6c85112e2","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"5233","9cdc4d13d73b50e8b35a7cc0a9b2a19ef5fc9c79","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5234","7b46c650e772ff5726bfc7eed613916b56eb6f7c","family",NA,"Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae",NA,NA,"Sphingomonadaceae"
"5235","620d184b8157aa73cb33b9bbb4a4596a04b6e7c3","genus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium",NA,"Penicillium"
"5236","10dab7dc2370bb94e9977f8e023b693f7fdbc371","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"5237","d709c5b39b4d24624defca31156c74c3cf4b35e2","species",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Peronospora","Peronospora arborescens","Peronospora arborescens"
"5238","678de3045a2725f4aad84eb3e5636266591bd8d9","species",NA,NA,"Phaeophyceae","Ectocarpales","Scytosiphonaceae","Colpomenia","Colpomenia sp. 1peregrina","Colpomenia sp. 1peregrina"
"5239","345c95412e5c720f51adec94b975ce0a811bc9f2","class","Metazoa","Rotifera","Eurotatoria",NA,NA,NA,NA,"Eurotatoria"
"5240","a4885dbcc222e6fd4566a7cb30d93e3d53948596","genus",NA,"Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"Bradyrhizobium"
"5241","cfd7f3508ab7fa161af34619cde4c6932e0bf9ba","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5242","73936afa85537a2347fbd34c01bf8eeaf3ffa75b","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"5243","f60e4149b6dca0e1d511ddc35fa1d89a539107b3","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"5244","0407a8257f3ce4fb259835c06efa5fb04afb2228","genus","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Torulaspora",NA,"Torulaspora"
"5245","c0e3b0127a19076b6c7b48504372bb7b92ab50a3","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5246","9432c7891092f67778b96afb3a99379f341ec4c6","genus",NA,"Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Polynucleobacter",NA,"Polynucleobacter"
"5247","40def23e6f571c03ef31ec7f67b922b04e11fec8","genus",NA,NA,"Cryptophyceae","Cryptomonadales","Cryptomonadaceae","Cryptomonas",NA,"Cryptomonas"
"5248","fc6ff45a9d12878f283416325566fa31ff1803fd","species","Metazoa","Annelida","Clitellata","Crassiclitellata","Lumbricidae","Bimastos","Bimastos rubidus","Bimastos rubidus"
"5249","2851b081d8dca1694df6ffbd70011ba6956a8286","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"5250","a65c0edfb030192bb3fbfe78b9ca4c045f9fc02a","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"5251","4b8d8498837526fa9a0c5221553bb78c8b2f837d","species","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces marneffei","Talaromyces marneffei"
"5252","4eba1c5c5b8a0233af97679540f60ba6a8c9705e","order","Metazoa","Arthropoda","Insecta","Hymenoptera",NA,NA,NA,"Hymenoptera"
"5253","029eb10d44b5b08315d4eb2940162dd0339aad00","family","Metazoa","Arthropoda","Hexanauplia","Cyclopoida","Cyclopidae",NA,NA,"Cyclopidae"
"5254","da7dfa49bcee2defb0b260064b66fbd88ad9c72e","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"5255","2b070f28406369cd2e396bac6282c4b29b6dc61e","family","Fungi","Ascomycota","Leotiomycetes","Helotiales","Mollisiaceae",NA,NA,"Mollisiaceae"
"5256","b1c115c1148cbaab41ed326108b15dd7a934ec30","species","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","Clonostachys compactiuscula","Clonostachys compactiuscula"
"5257","4daea7c5f57877de5ccecca8943e846e5cfcd5fb","species","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Amanitaceae","Amanita","Amanita thiersii","Amanita thiersii"
"5258","32de3ecf60ae455dc5451d9f88288cc53042a1b1","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"5259","4bf488d69dc686f00e6138dc7acaf3e77c24afb1","species","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Talaromyces","Talaromyces marneffei","Talaromyces marneffei"
"5260","70abaed055a6bc37280feef33024bfcc8f7baff4","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"5261","682dc3602255d82062be70214b5e1e92cb1e51f9","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"5262","6262e80e4e9c15f8aa20b168ad742b7d4f2ec505","genus","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus",NA,"Aspergillus"
"5263","441b4f0cfa7e62eed522eab5e196acae01c3d5ad","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"5264","ab863dea17d24bb55bfdd32cf4ca645bc6471da6","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"5265","e0e30ef76084904ddb39468efaaa34732dc1675a","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"5266","942b49b321e1dda8d964ae5ab69dbf99904b06d9","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5267","e6cfe273fdd6f02dc800bc281a12cadf01e9d621","order","Metazoa","Arthropoda","Insecta","Hemiptera",NA,NA,NA,"Hemiptera"
"5268","46cd1fa9f4932cf08b9798765a2ba85056e95d1c","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Ripella","Ripella platypodia","Ripella platypodia"
"5269","7cb1d07aba3b82e17c7f04c795474e22f23f8961","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"5270","0e3f8050d1356910c9cae5dac7addd36b7aa59d0","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5271","51dd5e043498c3a9fbb9d3e6705ca4ec3ba439a9","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"5272","840c8eeef73f2de220a14b0510adb7e20f1d1df4","family","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Psathyrellaceae",NA,NA,"Psathyrellaceae"
"5273","2b6c5cbffb129f077eba99ea8f067b7740e07b22","species",NA,NA,"Raphidophyceae",NA,NA,"Haramonas","Haramonas dimorpha","Haramonas dimorpha"
"5274","c2900de234bb2deb9da043189a31f33b97204393","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5275","5be45c9d05c25012aae566a17a94e9723c502e59","species","Metazoa","Mollusca","Gastropoda",NA,"Pachychilidae","Sulcospira","Sulcospira paludiformis","Sulcospira paludiformis"
"5276","de15d84b7aab7300cb5b4ed049de1c3d7144d226","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"5277","70407dbe8b828f1d51a2e7947ed61e75acc0522f","genus",NA,"Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"Pseudomonas"
"5278","d82da5994e39e635940ec6e31c17397e9e7902ae","genus",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Achlya",NA,"Achlya"
"5279","5b8eec2393211239a6a94267e07649059c086b38","species","Metazoa","Arthropoda","Insecta","Lepidoptera","Glyphipterigidae",NA,"Glyphipterigidae sp. BOLD:AAM8608","Glyphipterigidae sp. BOLD:AAM8608"
"5280","40849af2a6925869341f171b4fa6264e27a051d2","order","Metazoa","Arthropoda","Insecta","Diptera",NA,NA,NA,"Diptera"
"5281","a42c98f7d4bb7a7e319c9e2e9b85bf22927095d8","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5282","4598ac857b80c1752a85fd9fe80624694010da5d","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5283","c419f0e6e121b817042e0209e0c62f2a17f18bd5","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"5284","46cb605ab85888797499aba50090f378b8db5cdb","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora"
"5285","79a15db038569e54dce0f755e56c798e0d7f379a","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5286","e2d134ff9ed31b0203abf6777c3e8bb7b3a11039","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5287","48d74f73330ffcd08ac170496c75629319d613c5","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5288","22a3d5c0efde82d3d4335168ad9de7e5339626bc","phylum",NA,"Proteobacteria",NA,NA,NA,NA,NA,"Proteobacteria"
"5289","e34e92cc0c78ab9cec1eb992fca607a25b83e627","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"5290","0caf011f123204118facbef7bbea47ad4ae6868c","species","Metazoa","Cnidaria","Hydrozoa","Leptothecata","Aglaopheniidae","Aglaophenia","Aglaophenia lophocarpa","Aglaophenia lophocarpa"
"5291","b77d831c44b79424d45fbc621f5bbbe4e77885f0","class","Metazoa","Arthropoda","Collembola",NA,NA,NA,NA,"Collembola"
"5292","8e8861d7fdea759904a9a4119b18e8e2c010df18","species",NA,"Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Legionella anisa","Legionella anisa"
"5293","615b2027358d1f63966a0da1377c9bfc39ba17bf","genus",NA,"Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera",NA,"Vexillifera"
"5294","57ee75c692b8c16272cb4ccf53a9ce20c52a62ef","genus",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium",NA,"Globisporangium"
"5295","4b79dbd834b2af01170c003919221dbcf6f749ed","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"5296","39409c332900db338edf4ad61a90826a237abac0","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"5297","f6c2d193627c99ab415147bcf81d744c14c8b97b","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"5298","e9a2b19aad95760dd781720bac46b12f3e51da2a","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5299","fd2b1ad018019c956357604442f6b7059a73dda7","species","Metazoa","Arthropoda","Insecta","Diptera","Cecidomyiidae",NA,"Cecidomyiinae sp. GMM-2014","Cecidomyiinae sp. GMM-2014"
"5300","1e9a23c1391bf1f2850b0f663c8012150360d264","order","Metazoa","Arthropoda","Collembola","Entomobryomorpha",NA,NA,NA,"Entomobryomorpha"
"5301","3e037a9b1e29a54f2fe099e1475d1902558c06b5","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5302","b0488994475f50c95191e036255473e3bb5afbad","species","Metazoa",NA,NA,NA,NA,NA,"invertebrate environmental sample","invertebrate environmental sample"
"5303","a188d53b7c328b133d658a8d8b45cddd6d09feac","order","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales"
"5304","0d41ec62b6e34db1ca1f0e11743e6a843383f56b","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"5305","8bbf21474a0d8596cef3f90d66357859d33887ab","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5306","ecf4c73d2acf5194c4ae79ce36298bd36f2f9422","genus",NA,"Heterolobosea",NA,NA,"Vahlkampfiidae","Naegleria",NA,"Naegleria"
"5307","abf28c9b46290c2225efaf5b326cf60da98e58c4","phylum","Metazoa","Cnidaria",NA,NA,NA,NA,NA,"Cnidaria"
"5308","fbcd974e29cca1db122e8e6ae987b357a390bba6","family","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae",NA,NA,"Chironomidae"
"5309","67da1b4c5fe6c99b02c409f605f3c206595dc2a6","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5310","471d20946ae4d097edc409df1ab5f7e8b10357c1","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"5311","321e60334b2f39862c4c036623c975f398e2d24d","species","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola","Leohumicola verrucosa","Leohumicola verrucosa"
"5312","be5fa37c482a1ca8d555b76f9f88977a00279ed4","class","Metazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,"Hydrozoa"
"5313","284fabfcc2d83adc1911cc9c947db22b0c948efe","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5314","04ac7701b077f5ea1853a6ebbaff5bb891bfd87a","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"5315","a163e1d03fea31e231fc87335e91a7899c1f3f90","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"5316","1d8280c3aff1b5c9ea76623545b67bd4643c748f","species",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora","Phytophthora sp.","Phytophthora sp."
"5317","65a75347dd24eb42a93e5f70467d31e80847dce8","species",NA,"Discosea","Flabellinia",NA,"Vannellidae","Paravannella","Paravannella minima","Paravannella minima"
"5318","6f3711be0fb84823fee2082e3ab6c1a5459f1ba8","family","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Cordycipitaceae",NA,NA,"Cordycipitaceae"
"5319","db360d8dca7ac27d857beb3870fc67788bc8339d","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5320","3fc6e2e2b0e4d560e059deb287ea930b60546fd8","order","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales"
"5321","f42c1d020e62c7ec678be0aba1889e95fc685e10","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"5322","1ebda2cbde65459bbb1c3aab368e20356c6938d4","class",NA,"Proteobacteria","Betaproteobacteria",NA,NA,NA,NA,"Betaproteobacteria"
"5323","14ccce6b4bb158aad465958a62ccbec22b0b6165","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5324","2ee183bcae1c402f4333b147953b56b0d4cfb113","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5325","323f89df69f43e1128a52133249c7ef4803afef8","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5326","4685c0e74f4e1ffc2d134471b0a0ecf6bbea0062","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5327","34293328caaa3b7aa4f791a0cb600cf6efebcff9","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5328","5b90f1303dd68a2a23598f4d846c365f8d8b6d86","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5329","9ade61fb8f64e4961323182db5a870ea1e261322","family","Fungi","Ascomycota","Sordariomycetes","Ophiostomatales","Ophiostomataceae",NA,NA,"Ophiostomataceae"
"5330","d2a3af5bdb526c50f12e5524287d0faa9688ea65","class","Fungi","Ascomycota","Leotiomycetes",NA,NA,NA,NA,"Leotiomycetes"
"5331","09f18bd709085b94e2923939cef4ff4c47b63ff8","species",NA,"Imbricatea",NA,"Euglyphida","Cyphoderiidae","Cyphoderia","Cyphoderia ampulla","Cyphoderia ampulla"
"5332","c2c66ffbd3edaafee0fd91c518705f5736452567","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"5333","ae48d8d54621c897b4fedd40acfa232f0ade59ca","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5334","15ef151909f142ff0318f0ea86773b440cf0a894","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5335","a4a3b3d4f56eee3501adbf139cfc6d9a033bf4f6","phylum",NA,"Oomycota",NA,NA,NA,NA,NA,"Oomycota"
"5336","dfda28b94293f051b3f0659aca2fe3d86cb1e9fc","family",NA,"Proteobacteria","Alphaproteobacteria","Hyphomicrobiales","Bradyrhizobiaceae",NA,NA,"Bradyrhizobiaceae"
"5337","60884a357243c743d1af1225a4c8750ca8bca007","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"5338","7bbaa15b844265964414ce12b799882cb7cbab00","species","Fungi","Basidiomycota","Exobasidiomycetes","Microstromatales",NA,NA,"uncultured Jaminaea","uncultured Jaminaea"
"5339","c6b43b7f55c64c4eb10d3db229ef8aee59416da4","class","Fungi","Basidiomycota","Agaricomycetes",NA,NA,NA,NA,"Agaricomycetes"
"5340","a0c6627c920f1a5f79bba075530c7fd5f53c315a","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5341","a12abd05c94a42dc14dbad0e3924389f1211b09e","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"5342","b954b2544695f37e8a9c4d5517160e839dc45194","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Sellaphoraceae","Sellaphora",NA,"Sellaphora"
"5343","3b12577a51c94e515c51cbe4ed53158156aede51","genus",NA,"Discosea","Flabellinia","Dactylopodida","Vexilliferidae","Vexillifera",NA,"Vexillifera"
"5344","19406fc54ba7323ad5f0bb98e341b4f04ab6b4e4","order","Fungi","Ascomycota","Sordariomycetes","Hypocreales",NA,NA,NA,"Hypocreales"
"5345","725355549ac269ff98e777f13f4ff45a1498e0f6","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5346","b12d197879c9d0b625b541c178a238558ca603d8","species",NA,"Rhodophyta","Florideophyceae","Ceramiales","Delesseriaceae","Membranoptera","Membranoptera alata","Membranoptera alata"
"5347","a0303eaf99f42b59b3932eacc032d5af825e100c","species","Metazoa","Arthropoda","Insecta","Plecoptera","Pteronarcyidae","Pteronarcys","Pteronarcys californica","Pteronarcys californica"
"5348","5a172d70dc423ae330c685d9783e50dc1fe2e0b6","class",NA,"Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA,"Gammaproteobacteria"
"5349","7dad915095c281580103cf7b9417e530c47921a8","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5350","653cbb50913538e6df038de5684221b8de073e72","class","Metazoa","Annelida","Clitellata",NA,NA,NA,NA,"Clitellata"
"5351","d8d4658200f7e84708ebd1ac627b4a09689d6f00","order","Fungi","Basidiomycota","Agaricomycetes","Agaricales",NA,NA,NA,"Agaricales"
"5352","459a2bbc363c9cea80f28a4edeb8c16856b2af9a","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"5353","4c08cfa365b15c962f665249fb0be908fdbf0c8e","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5354","381845b42b0ac8e6572ee1256ad3fd534466e9ce","order",NA,"Bacillariophyta","Bacillariophyceae","Naviculales",NA,NA,NA,"Naviculales"
"5355","92d71d5766ff3802064c1d3eb51cb7f0ddda6b93","species","Metazoa","Porifera","Demospongiae","Desmacellida","Desmacellidae","Desmacella","Desmacella hyalina","Desmacella hyalina"
"5356","6f934ace0ccc50376c885e8ecb534a3644c6409d","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia"
"5357","599a051a8739bcb47ce62536e32541f1c7b6c4e7","genus",NA,"Bacillariophyta","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA,"Pinnularia"
"5358","e846e4c9a2bf5d87d54e43367165170352e72492","genus","Metazoa","Annelida","Clitellata","Haplotaxida","Naididae","Pristina",NA,"Pristina"
"5359","f652c291066b42f2408bb08c409f4ca67ae8f236","genus",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae","Achlya",NA,"Achlya"
"5360","1e2d30cd83dc41eb9093a7fdf4badad2be88efc6","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5361","3f65e19d612be035f1e0cbc30d0ee5ca6c87387d","family",NA,"Oomycota",NA,"Pythiales","Pythiaceae",NA,NA,"Pythiaceae"
"5362","c464fc6c076b7588d2a6bf9d09ff856608650048","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
"5363","7d82ddf04136eb01140ec5aa3052e01b25fe2ac8","genus",NA,"Discosea",NA,"Himatismenida","Cochliopodiidae","Cochliopodium",NA,"Cochliopodium"
"5364","f7abb03f6307a5c81a6e2ee52311d16a48bd4217","class","Fungi","Ascomycota","Sordariomycetes",NA,NA,NA,NA,"Sordariomycetes"
"5365","4b1c12ccbaaf79f9e5d763ecb62279b7e296ed24","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5366","0c9af4fd55f6cc091de8bd5e838c5f7c5efa66d5","genus","Metazoa","Arthropoda","Insecta","Diptera","Chironomidae","Corynoneura",NA,"Corynoneura"
"5367","a7adacf68d04c26a9b0248f4d5caae4a2e18c86b","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5368","4f6e8dc60526020d6268709ef065f6fbcb44e8c0","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5369","2c8f05cc08907eb7bd45d3cdef10e68de7f2632a","genus",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA,"Nitzschia"
"5370","31e81d6dfcd5863f182d8d4e405197f0b1d9d1ce","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5371","3859506a774f8c01a5cb82006d6297396124fc7a","species",NA,"Oomycota",NA,"Pythiales","Pythiaceae","Globisporangium","Globisporangium ultimum","Globisporangium ultimum"
"5372","51aa027ef4d4221a8fb25f67ea545f6720661698","family",NA,"Oomycota",NA,"Saprolegniales","Saprolegniaceae",NA,NA,"Saprolegniaceae"
"5373","eec137b7428ef945c7df16525398631b080586ab","class","Metazoa","Cnidaria","Hydrozoa",NA,NA,NA,NA,"Hydrozoa"
"5374","a4ebd5f2b1a9cacfef84d12c8459126c2fdfdd44","genus",NA,"Oomycota",NA,"Peronosporales","Peronosporaceae","Phytophthora",NA,"Phytophthora"
"5375","b5ec8384a38e655c2645833f5b8eeded3842e230","phylum","Fungi","Ascomycota",NA,NA,NA,NA,NA,"Ascomycota"
"5376","8e10f67ab6083dba538fa3db4a489f268ef3ee11","species","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola","Leohumicola verrucosa","Leohumicola verrucosa"
"5377","83a93a5293276823faa0cb0559918a9d50c65b28","species",NA,"Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Pseudo-nitzschia","Pseudo-nitzschia lundholmiae","Pseudo-nitzschia lundholmiae"
"5378","6b34dd8b2aa337600206fe69a86f26887439c20d","species",NA,NA,"Chrysophyceae","Chromulinales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas sp.","Paraphysomonas sp."
"5379","9479df1a0d86cf2150226be6defb7a31574a66bb","family","Metazoa","Bryozoa","Phylactolaemata",NA,"Fredericellidae",NA,NA,"Fredericellidae"
"5380","9c2a369c9aa96996a1dd93646b821fc489db7f45","genus","Fungi","Ascomycota","Leotiomycetes",NA,NA,"Leohumicola",NA,"Leohumicola"
